,Player,Country,Games,Win rate,KDA,Avg kills,Avg deaths,Avg assists,CSM,GPM,KP%,DMG%,DPM,VSPM,Avg WPM,Avg WCPM,Avg VWPM,GD@15,CSD@15,XPD@15,FB %,FB Victim,Penta Kills,Solo Kills
0,113,TR ,5,0%,1.6,1.6,3.8,4.4,5,302,70.3%,14.6,283,1.23,0.28,0.24,0.29,-559,-22,-603,60%,20%,0,1
1,1Blue,KR ,1,0%,0,0,2,0,6.9,285,0%,26.3,309,0.47,0.3,0.08,0.08,-759,-3,-968,0%,0%,0,-
2,2Trick,NL ,2,50%,1.8,1,6.5,10.5,1,232,50%,6.6,182,2.52,1.28,0.4,0.3,-324,-2,-66,50%,50%,0,-
3,369,CN ,3,66.7%,2.5,2.7,5,9.7,7.2,370,59.2%,21.6,546,-,-,-,-,-,-,-,-,-,-,-
4,5Kid,KR ,2,100%,16,4,0.5,4,10.4,464,64.6%,32.8,822,1.67,0.58,0.46,0.23,683,28,275,50%,0%,0,-
5,6ax,BG ,3,33.3%,2.3,1.3,2.3,4,8.1,375,67.5%,28.6,540,0.92,0.5,0.11,0.19,175,-1,-163,33.3%,0%,0,-
6,ACD,EE ,2,100%,5.5,6,2,5,7.8,427,49%,23.5,802,1.55,0.43,0.24,0.14,428,12,372,0%,0%,0,1
7,ADD,KR ,7,28.6%,1.8,3.1,4.6,5,8,416,59%,29.7,702,1.3,0.43,0.22,0.11,485,1,214,14.3%,28.6%,0,3
8,AHaHaCiK,RU ,5,80%,2.4,1,3,6.2,4.8,313,60.1%,11.2,238,1.45,0.31,0.31,0.28,-230,-15,-268,40%,40%,0,-
9,AKi,CN ,2,0%,2.3,2.5,3.5,5.5,5,331,91.2%,9.2,196,-,-,-,-,-,-,-,-,-,-,-
10,AOS,RO ,2,0%,0.2,0,2.5,0.5,8,310,10%,22.7,299,0.51,0.32,0.04,0.04,-1014,-12,-664,0%,0%,0,-
11,APA,US ,6,66.7%,3.3,4.7,2.7,4.2,8.8,436,55.5%,23.4,509,1.19,0.42,0.13,0.12,271,-10,-249,16.7%,0%,0,1
12,ASTRO1,BA ,3,0%,1.4,1.3,2.3,2,7.4,333,70%,23.4,387,0.71,0.26,0.22,0.1,-679,-34,-273,33.3%,33.3%,0,-
13,Abagnale,TR ,4,25%,1.3,0.8,4.8,5.5,1,234,52.8%,13.6,266,2.84,1.53,0.33,0.36,-1121,-4,-204,0%,50%,0,-
14,Ablazeolive,CA ,6,16.7%,1.6,2.3,4.2,4.2,8.5,383,51.9%,28.9,611,0.92,0.3,0.19,0.12,-212,0,-106,0%,16.7%,0,2
15,Able,CN ,2,0%,3,2.5,2.5,5,9.6,426,88.2%,29.2,581,-,-,-,-,-,-,-,-,-,-,-
16,Abner,ES ,4,50%,8.2,4.3,1.3,6,9.1,479,86.6%,24.2,545,0.79,0.28,0.17,0.02,1170,8,160,75%,0%,0,1
17,Acce,AR ,2,100%,2.4,3,4,6.5,7.7,386,40.7%,16.3,536,0.85,0.31,0.14,0.21,-76,-0,-526,0%,50%,0,1
18,Acee,JP ,2,0%,2.4,2.5,4,7,6.7,339,83.3%,27.8,632,1.34,0.42,0.3,0.31,219,-8,154,100%,0%,0,-
19,Ackerman,AR ,2,100%,9.5,0.5,1,9,0.8,259,81.2%,11.3,282,2.69,1.36,0.55,0.46,158,-8,542,50%,0%,0,-
20,Adam,FR ,5,60%,4,3.6,2,4.4,8.3,407,53.6%,20.4,450,1.01,0.34,0.24,0.16,530,5,301,40%,20%,0,4
21,Addusto,DE ,1,0%,0.5,0,6,3,7.8,347,25%,10.7,232,1.14,0.18,0.4,0.07,142,5,190,0%,0%,0,-
22,Adison,PL ,5,60%,3.2,2.4,2.4,5.2,8.2,381,42.8%,20,396,1.17,0.35,0.33,0.09,-898,-13,-243,0%,20%,0,-
23,Adiss,CZ ,1,100%,-,2,0,7,8.5,412,64.3%,27.6,749,1.33,0.37,0.25,0.21,353,2,754,0%,0%,0,1
24,Advienne,NL ,5,60%,4.6,0.4,1.8,7.8,0.8,230,58.5%,7.3,162,2.93,1.3,0.5,0.44,39,-1,-22,20%,20%,0,-
25,Aegis,BR ,4,100%,4.1,3.3,3,9,6.8,398,63.7%,19.4,492,1.18,0.25,0.23,0.19,516,6,272,75%,0%,0,-
26,Aetinoth,TR ,2,100%,7.8,7.5,2,8,8.5,441,84.2%,27.7,750,1.81,0.59,0.38,0.17,1020,16,340,0%,0%,0,1
27,Afm,PT ,2,100%,29,2.5,0.5,12,8.8,423,56%,25.7,778,1.3,0.4,0.25,0.11,991,18,-182,0%,0%,0,-
28,Afroboi,DE ,4,50%,3.1,1.5,2.5,6.3,4.6,288,59.1%,10.5,212,1.3,0.27,0.3,0.26,-342,-12,-126,25%,25%,0,-
29,Agresivoo,PL ,4,50%,4.6,2,1.8,6,8.2,375,74.7%,24.4,552,1.18,0.48,0.18,0.21,-501,-2,-171,25%,0%,0,1
30,Ahn,CN ,4,100%,15.3,6.3,1,9,9.3,524,70.5%,32.1,848,-,-,-,-,-,-,-,-,-,-,-
31,Aiming,KR ,11,54.5%,4.8,3.8,1.5,3.1,10.3,463,62.6%,28.9,562,1.6,0.46,0.49,0.18,106,-7,117,9.1%,0%,0,-
32,Air,SE ,4,25%,1.8,1.5,2.8,3.5,8.7,366,81.3%,25.5,453,0.87,0.23,0.16,0.11,-80,1,294,0%,0%,0,-
33,Aithusa,BR ,2,100%,10.5,4.5,1,6,7.9,411,83.3%,34,817,1.35,0.49,0.23,0.15,314,13,254,100%,0%,0,-
34,Akabane,FR ,2,100%,9.3,3.5,1.5,10.5,7.1,439,68.1%,13.3,320,1.44,0.29,0.25,0.25,1348,24,991,50%,0%,0,-
35,Akano,,1,0%,1,0,2,2,5.3,271,100%,5.9,73,0.9,0.16,0.29,0.2,-643,-1,-90,0%,0%,0,-
36,Akre,DE ,5,0%,2.7,3.4,3.2,5.2,5.5,329,64.6%,24.2,505,1.49,0.12,0.4,0.1,546,21,382,20%,0%,0,-
37,Aladoric,AU ,2,100%,13,3,1.5,16.5,0.8,300,78%,7,166,2.4,1.3,0.2,0.36,68,4,-413,50%,50%,0,1
38,Alby,NL ,5,20%,1.6,0.8,3.6,5,4.9,288,65.4%,17.6,408,1.45,0.24,0.38,0.23,-147,-1,-127,20%,20%,0,-
39,Ale,CN ,2,100%,3.5,2,2,5,10,479,44.3%,30.8,706,-,-,-,-,-,-,-,-,-,-,-
40,Alexx,SE ,4,100%,9.5,2.3,1,7.3,5.3,338,65.2%,14,327,1.52,0.22,0.36,0.22,686,9,358,0%,25%,0,-
41,Aliplane,NL ,2,50%,2.6,2,2.5,4.5,8.3,371,66.9%,23.1,418,1.1,0.31,0.23,0.07,-1124,-16,-1121,0%,0%,0,-
42,Aloned,CL ,2,0%,1.2,1.5,2.5,1.5,8.8,380,53.3%,29.9,500,0.97,0.25,0.3,0.2,-460,-12,21,0%,0%,0,-
43,Alvaro,ES ,5,80%,3.4,0.6,3.8,12.2,1.1,263,71.7%,9,186,3.14,1.52,0.48,0.37,-83,7,98,60%,20%,0,-
44,Anathar,FR ,6,0%,0.7,1,4,1.7,7.1,325,33.1%,19,353,0.88,0.3,0.16,0.06,-468,-19,-497,33.3%,0%,0,1
45,Ancrath,BR ,2,0%,1.9,2,4.5,6.5,5.4,324,66.6%,9.9,235,1.8,0.22,0.6,0.25,-728,-8,-625,50%,0%,0,-
46,Andariel,TR ,2,50%,5.7,2,1.5,6.5,7.6,386,65.5%,32.9,614,0.88,0.29,0.18,0.1,-500,-14,-581,0%,50%,0,-
47,Andil,KR ,10,40%,2.5,1,3.4,7.6,0.9,234,66.1%,7.8,165,2.86,1.49,0.39,0.44,32,-1,332,30%,30%,0,-
48,Antwere,SE ,2,0%,0.3,0.5,6,1,4.7,272,37.5%,11.6,173,1.24,0.23,0.3,0.21,-1218,-20,-875,0%,0%,0,1
49,Apii,CN ,2,100%,-,0,0,10.5,0.3,283,87.5%,6.4,136,1.99,0.9,0.22,0.31,617,0,1023,50%,0%,0,-
50,Arhys,FR ,2,50%,2,0.5,1.5,2.5,7.2,327,30.8%,14.5,323,1.09,0.28,0.24,0.15,476,4,525,0%,0%,0,-
51,Aria,KR ,2,0%,1.8,1,2,2.5,8.2,330,58.3%,25.9,515,0.93,0.37,0.18,0.17,-1212,-12,-556,0%,0%,0,-
52,Ariana,PL ,5,60%,3.3,1.4,1.6,3.8,8.4,393,50.3%,20,365,0.62,0.26,0.1,0.09,855,14,564,40%,20%,0,2
53,Armut,TR ,2,0%,1.2,2,2.5,1,9,399,66.7%,27.5,444,1.41,0.42,0.37,0.17,-334,-0,138,0%,50%,0,-
54,Array,US ,7,42.9%,4.2,6.1,2.4,4.1,8.6,440,67.4%,28.5,593,1.26,0.36,0.37,0.09,4,0,-248,14.3%,14.3%,0,-
55,Arrow,KR ,6,66.7%,9.7,4.3,1,5.3,8.2,429,66.7%,20.9,457,1.1,0.47,0.23,0.18,1077,5,570,66.7%,0%,0,-
56,Artoria,FR ,6,50%,2.2,2.3,2.8,4,8.8,390,63%,23.3,441,0.91,0.27,0.16,0.12,333,4,-20,33.3%,16.7%,0,-
57,Arven,ES ,4,100%,5.8,3.5,1.5,5.3,8,388,49.8%,20.8,406,1.36,0.55,0.18,0.27,426,9,77,25%,25%,0,1
58,Aspect,US ,6,16.7%,1.8,1.3,3.7,5.3,8.7,374,61.5%,25.4,528,0.67,0.33,0.07,0.09,-164,2,-181,16.7%,16.7%,0,-
59,Asper,KR ,2,50%,2.3,1,3.5,7,0.5,244,83.3%,8.5,174,3.25,1.55,0.48,0.34,-534,-2,-618,50%,50%,0,-
60,Assum,CN ,3,66.7%,3,1.7,1.7,3.3,9.3,400,35.7%,32.3,726,-,-,-,-,-,-,-,-,-,-,-
61,Asza,NL ,4,25%,4,1.5,1.3,3.5,9.3,401,51.2%,21.1,381,1.38,0.42,0.35,0.13,454,1,-574,75%,0%,0,-
62,Attila,PT ,5,20%,3.3,2.8,2,3.8,10.1,416,72.2%,26.4,633,1.33,0.36,0.34,0.14,-316,1,-337,40%,0%,0,-
63,Avenger,BR ,4,100%,6.4,4.8,2,8,7.9,413,66.1%,22.2,563,1.17,0.37,0.16,0.18,567,0,-88,25%,0%,0,2
64,Avra,DE ,5,80%,6,5.8,1.8,5,10.1,488,50.2%,26.6,692,1.89,0.45,0.46,0.16,417,3,615,0%,0%,0,2
65,Axelent,MK ,6,66.7%,5.6,6.3,1.7,3,8.6,451,77.1%,36.4,772,1.18,0.35,0.2,0.08,526,14,33,0%,0%,0,-
66,Ayu,BR ,2,50%,8,0.5,1,7.5,1.5,255,66.7%,9.9,245,2.46,1.18,0.47,0.32,80,16,826,0%,0%,0,-
67,Azitorr,FI ,4,25%,1.9,3.5,3.3,2.8,8.8,407,55.7%,31.5,681,0.67,0.31,0.17,0.1,-654,-2,-262,0%,0%,0,-
68,BAO,KR ,2,100%,5,7.5,2.5,5,9,459,64.2%,25.8,624,1.5,0.53,0.42,0.16,1130,10,85,50%,0%,0,2
69,Babip,AU ,2,100%,7,1,2.5,16.5,5.6,365,70%,10.5,249,1.34,0.36,0.14,0.28,-236,8,612,50%,0%,0,-
70,Baca,PT ,5,20%,2.5,2.6,2.4,3.4,8.6,396,59.1%,28.4,476,1.07,0.45,0.16,0.14,-116,-2,-114,60%,20%,0,1
71,Backlund,SE ,4,100%,3.7,3.8,2.5,5.5,9.3,431,55%,23.6,521,1.15,0.32,0.23,0.15,-88,-1,111,0%,0%,0,1
72,Badlulu,FR ,4,75%,3.8,3.8,2.8,6.8,7.9,391,66.3%,24.6,544,0.97,0.43,0.11,0.21,-22,3,52,50%,0%,0,1
73,Badlyyga,PL ,5,60%,8,1.4,1.2,8.2,4.5,307,57.4%,16.6,367,1.14,0.28,0.29,0.3,-660,-21,-1021,40%,0%,0,-
74,Bakako,PT ,2,0%,0.8,0.5,4.5,3,5.5,303,31.8%,9.6,200,2.16,0.42,0.7,0.44,-760,10,43,50%,0%,0,-
75,Bako,GR ,3,33.3%,1.6,0.7,1.7,2,8,341,33.7%,26.6,463,1.04,0.36,0.18,0.07,-337,-12,-509,0%,66.7%,0,-
76,Baloo,SE ,2,0%,2.6,2.5,3.5,6.5,0.7,242,79%,12.3,241,2.17,1.24,0.19,0.35,-222,6,-346,0%,50%,0,1
77,Bananitoo,GR ,2,100%,9.5,1.5,1,8,0.8,307,61.5%,13.9,291,2.24,0.7,0.42,0.22,965,-2,476,50%,0%,0,-
78,Banderas,NO ,2,100%,7.3,5.5,1.5,5.5,8.6,446,71%,27.4,506,1.35,0.43,0.25,0.18,531,9,271,50%,50%,0,1
79,Baolan,CN ,2,0%,0.9,0.5,3.5,2.5,0.3,206,65%,7.1,125,-,-,-,-,-,-,-,-,-,-,-
80,Baula,CR ,2,0%,2,1.5,2,2.5,1.3,236,49.2%,16.3,328,3.07,1.81,0.48,0.43,-71,6,-122,0%,0%,0,-
81,Baut,KR ,10,80%,10.6,0.7,1,9.9,0.5,253,82.2%,11.2,262,2.79,1.65,0.28,0.47,523,-1,482,30%,0%,0,-
82,Bay,KR ,10,80%,4.6,2,1.7,5.9,7.9,376,59.3%,17.6,407,1.18,0.4,0.21,0.21,47,-10,-84,20%,0%,0,1
83,Bdd,KR ,11,54.5%,4.4,2.5,1.6,4.6,8.7,389,67.6%,24.9,462,0.96,0.36,0.17,0.22,-13,-4,-185,18.2%,9.1%,0,1
84,Bean,DE ,5,60%,8.8,2.4,0.8,4.6,9.4,415,48.6%,21,471,1.24,0.44,0.23,0.14,375,3,-153,20%,0%,0,-
85,Beenie,BR ,2,0%,1.3,2,3.5,2.5,9,402,65%,27.4,555,1.42,0.51,0.3,0.23,-430,-10,-410,0%,0%,0,-
86,Beichuan,CN ,2,0%,1.5,4,5,3.5,5,341,71.4%,20.8,439,-,-,-,-,-,-,-,-,-,-,-
87,Bejjaniii,VE ,7,14.3%,1,1.4,4.4,3,7.7,343,51.8%,21.2,419,0.86,0.38,0.11,0.15,-608,1,-318,0%,28.6%,0,1
88,Belit,PL ,2,0%,0.6,0,3.5,2,4.8,257,40%,13.6,186,0.99,0.22,0.28,0.2,-1472,-24,-920,0%,0%,0,-
89,Benaset,FR ,6,0%,2.3,1.2,3.5,6.8,0.9,239,68.2%,9.8,173,2.51,1.27,0.26,0.35,76,-2,138,33.3%,0%,0,-
90,Benvi,AU ,2,0%,1.5,0.5,6,8.5,0.8,237,78.4%,17.7,379,1.74,0.71,0.26,0.26,240,-1,130,0%,0%,0,-
91,Berserker,KR ,2,100%,14.5,3.5,1,11,9.3,444,59%,16.5,525,1.93,0.66,0.32,0.24,66,4,-90,0%,0%,0,-
92,BeryL,KR ,9,33.3%,1.9,0.6,3,5.1,0.7,232,65%,10.7,244,2.88,1.4,0.5,0.43,-23,2,42,11.1%,11.1%,0,-
93,Betao,BR ,2,100%,5,2.5,1,2.5,9.5,426,43.3%,17.6,431,1.31,0.5,0.21,0.22,698,24,223,0%,0%,0,-
94,Betty,TW ,4,0%,2.2,2.3,2.5,3.3,8.7,383,73.5%,24.8,494,-,-,-,-,-,-,-,-,-,-,-
95,Bibou,FR ,6,0%,2.2,3.2,3.2,3.8,8.6,390,60.7%,27.3,494,1.01,0.36,0.19,0.11,-696,-6,-664,16.7%,16.7%,0,1
96,Bin,CN ,6,50%,3.3,3.8,2.8,5.5,9,447,65.7%,25.8,606,-,-,-,-,-,-,-,-,-,-,-
97,Bini,KR ,2,50%,14,9,1,5,8.4,456,88.3%,28.3,603,1.91,0.72,0.41,0.18,511,9,500,50%,0%,2,1
98,BioPanther,AU ,2,100%,26,1.5,0.5,11.5,8.4,409,52%,15.5,372,0.9,0.4,0.12,0.18,136,-4,4,0%,0%,0,-
99,Biofrost,CA ,2,0%,0.4,0,2.5,1,0.9,210,33.3%,9.2,132,2.95,1.59,0.57,0.44,-470,4,-756,0%,0%,0,-
100,Biubiu,CN ,5,40%,1.8,0.8,2.8,4.2,8.5,378,42.9%,21.3,418,-,-,-,-,-,-,-,-,-,-,-
101,Bjergsen,DK ,2,50%,3.8,3,2.5,6.5,8.5,413,77.9%,27.1,707,0.93,0.27,0.15,0.11,292,7,358,0%,0%,0,-
102,Blaber,US ,2,100%,11,7.5,1.5,9,6.6,446,67.2%,17.8,562,1.36,0.26,0.29,0.24,712,-6,288,0%,0%,0,-
103,Blacky,BR ,2,0%,0.2,0.5,3,0,8.2,320,16.7%,24.2,368,0.97,0.31,0.13,0.09,-1140,-10,-427,0%,0%,0,-
104,Blazze,US ,7,14.3%,2.2,3,3.4,4.4,7.5,358,66.8%,23.5,492,0.91,0.35,0.17,0.14,-638,-13,-214,0%,14.3%,0,2
105,Blink,ES ,4,25%,2.1,4.3,3.5,3.3,8.3,398,64.9%,23.6,412,1.01,0.36,0.13,0.13,-413,-1,82,0%,0%,0,-
106,Bo,CN ,5,80%,4.2,3.6,2.8,8.2,6,397,79.5%,18.2,421,1.87,0.55,0.46,0.3,478,2,187,60%,20%,0,-
107,Boal,BR ,4,100%,7.8,4.3,1.5,7.5,7.1,403,61.7%,22.4,571,1.42,0.39,0.26,0.2,-180,-11,557,25%,0%,0,2
108,Bolulu,TR ,3,33.3%,4.5,3,2,6,8.3,391,61.4%,29.9,680,1.22,0.44,0.09,0.11,637,25,608,0%,0%,0,1
109,Bolyy1,ES ,4,25%,1.5,0,3.5,5.3,1,206,73.4%,8.2,152,2.7,1.42,0.27,0.33,-9,2,-46,25%,0%,0,-
110,Bong,KR ,2,100%,4.5,3.5,1,1,8.8,406,25.2%,17,425,0.87,0.3,0.08,0.12,443,4,92,50%,0%,0,2
111,Boras,HR ,3,0%,0.2,0,3,0.7,6.5,295,10%,28.8,429,0.67,0.3,0.11,0.04,-602,-10,-277,0%,0%,0,-
112,Boukada,FR ,6,83.3%,6.8,3.3,1.7,8,5.3,354,66.7%,16,346,1.6,0.24,0.4,0.21,156,5,56,33.3%,0%,0,1
113,Bounty,BR ,4,25%,2.8,0.5,3.5,9.3,0.5,223,75.2%,8.3,184,2.99,1.6,0.36,0.53,221,0,-19,25%,0%,0,-
114,Bradley,US ,6,66.7%,4.3,3.2,1.8,4.7,8.7,453,44.6%,27,585,1,0.37,0.07,0.08,846,21,680,33.3%,0%,1,6
115,Brance,BR ,4,25%,2.9,5.5,3.8,5.5,8.5,440,82.2%,32.6,724,1.6,0.47,0.4,0.23,32,-6,162,25%,0%,0,-
116,Breathe,CN ,4,50%,2.9,3,2.3,3.5,8.8,415,69.5%,25.1,477,-,-,-,-,-,-,-,-,-,-,-
117,Breezy,US ,6,83.3%,4.6,0.7,2.3,10.2,0.7,250,72%,10.1,228,2.56,1.29,0.33,0.33,58,1,380,16.7%,33.3%,0,-
118,BrokenSword,CZ ,1,0%,3,2,2,4,7.5,333,40%,11.4,265,0.97,0.33,0.14,0.11,-1953,-21,-944,0%,0%,0,-
119,Brokenblade,DE ,5,80%,5,3.4,2.2,7.6,7.3,416,59.9%,23.2,570,0.82,0.42,0.09,0.15,513,-3,140,0%,0%,0,-
120,Brolia,TR ,2,50%,4.6,0.5,2.5,11,1.2,265,83.3%,7.6,152,3.33,1.23,0.69,0.42,134,-8,-383,50%,50%,0,-
121,Brosak,,1,0%,0.5,0,6,3,5.5,270,20%,12.3,232,1.36,0.55,0.22,0.19,-836,-29,100,0%,0%,0,-
122,Bruness,PL ,2,100%,-,2.5,0,7.5,7.6,436,62.7%,17.8,398,2.56,0.8,0.52,0.22,1436,20,775,50%,0%,0,-
123,Buggax,UY ,2,0%,0.9,2.5,6,3,8.6,411,69%,24.9,529,0.79,0.32,0.15,0.1,-28,1,-266,50%,0%,0,2
124,Bugi,KR ,2,100%,5.4,5,2.5,8.5,6,382,84.9%,18.3,497,2.93,1.05,0.79,0.24,-816,-2,46,0%,0%,0,-
125,Bull,KR ,10,40%,6.1,3.6,1.4,4.9,9,418,63.3%,25.7,575,1,0.44,0.28,0.18,62,6,-158,30%,0%,0,1
126,Bulldawg,NZ ,2,0%,0.9,0.5,3.5,2.5,0.2,207,75%,7.7,126,1.51,0.8,0.1,0.13,-69,0,-358,100%,0%,0,-
127,Bulldog,KR ,9,11.1%,1.6,1.2,2.4,2.8,8.8,364,56.9%,31.8,628,1.15,0.46,0.2,0.24,-108,6,263,0%,11.1%,0,2
128,Bung,AT ,4,0%,2.6,2.3,2.5,4.3,8.4,362,73.3%,24.3,479,0.88,0.37,0.17,0.14,-513,-19,-34,50%,0%,0,1
129,Bunny,CN ,4,50%,2.2,0.3,3.3,6.8,0.6,226,64%,17.6,355,-,-,-,-,-,-,-,-,-,-,-
130,Burdol,KR ,11,54.5%,2.8,1.5,1.9,3.7,8.5,382,55.8%,22.2,435,1.07,0.31,0.26,0.19,-142,-2,166,18.2%,9.1%,0,2
131,Busio,US ,2,50%,3,1,3,8,0.4,241,68.8%,11.8,287,2.44,1.39,0.26,0.28,200,-4,461,50%,0%,0,-
132,Buzgej,SK ,2,50%,3.3,3,2,3.5,9.2,433,44.2%,23.3,456,1.76,0.38,0.53,0.1,1341,12,-213,50%,0%,0,1
133,Bvoy,KR ,4,25%,2.9,2.3,2.3,4.3,9,384,62.9%,26.5,549,1.9,0.64,0.43,0.26,-606,0,-345,0%,25%,0,-
134,CAD,KR ,3,33.3%,4.5,1.7,2,7.3,4.8,312,66.7%,16.3,365,1.28,0.2,0.29,0.2,-512,-10,-446,33.3%,0%,0,-
135,CR0WN,NL ,2,50%,3,3.5,3,5.5,8.2,391,58%,21.4,527,1.39,0.48,0.25,0.2,0,8,270,50%,0%,0,-
136,Cabochard,FR ,4,25%,2.3,3,3,3.8,8.2,395,72.2%,23.6,487,0.98,0.33,0.21,0.11,809,20,522,25%,25%,0,1
137,Caliste,FR ,5,60%,3.5,4,2.6,5.2,10,482,71.6%,31.2,647,1.09,0.36,0.26,0.03,861,17,1104,0%,20%,0,1
138,Callme,KR ,10,60%,2.6,2.7,3.1,5.4,8.8,399,64.9%,27.4,605,1.28,0.24,0.31,0.18,74,9,291,30%,20%,0,1
139,Calmsky,PT ,2,50%,6.7,1,1.5,9,0.4,242,75.6%,8.3,191,2.53,1.12,0.28,0.31,231,-1,192,100%,0%,0,-
140,Campello,BR ,2,0%,1.2,3,5.5,3.5,6.4,327,52.1%,26.6,548,0.67,0.34,0.11,0.02,-996,-22,-1078,50%,0%,0,2
141,Canna,KR ,9,77.8%,4.6,2,1.3,4.1,8.4,384,46.6%,18.6,406,1.09,0.37,0.16,0.21,468,5,361,11.1%,0%,0,2
142,Canyon,KR ,9,77.8%,7.7,1.8,1.2,7.7,5.6,335,70.8%,15.4,327,2.22,0.64,0.55,0.33,388,-1,200,55.6%,0%,0,-
143,Caps,DK ,5,80%,4.5,3.4,2,5.6,7.2,404,47.2%,20,511,0.92,0.24,0.13,0.1,232,-6,239,0%,0%,0,1
144,Care,CN ,6,33.3%,4.6,4.3,1.8,4.2,8.3,405,72.5%,23.6,451,-,-,-,-,-,-,-,-,-,-,-
145,Carfe,KR ,10,20%,2.2,2.5,2.5,2.9,8.8,379,68.4%,24,360,1.06,0.39,0.32,0.16,-642,-7,-313,50%,20%,0,-
146,Cariok,BR ,4,25%,1.8,0.8,4.3,6.8,4.8,292,72.4%,11.7,237,1.68,0.45,0.4,0.44,-298,-4,-96,0%,50%,0,-
147,Carlsen,DK ,4,100%,10.3,3.8,0.8,4,9.5,435,52.9%,25,568,0.85,0.27,0.15,0.14,985,24,601,25%,0%,0,2
148,Carzzy,CZ ,5,80%,6.6,3.4,1.4,5.8,9.1,439,68%,28.4,649,1.16,0.45,0.21,0.07,301,3,680,20%,20%,0,-
149,Cassin,KR ,3,66.7%,2.5,3.7,3.3,4.7,5.2,358,81.2%,18.7,354,1.16,0.33,0.24,0.33,512,10,446,33.3%,0%,0,-
150,Casting,KR ,4,25%,1.1,0.5,2.3,2,8.2,348,27.1%,23.6,301,1.27,0.43,0.22,0.21,-140,-2,-114,0%,25%,0,1
151,Castle,KR ,9,66.7%,2.7,2.3,2.6,4.7,8.2,385,54.5%,20.4,443,1.03,0.39,0.16,0.25,-127,1,-120,11.1%,11.1%,0,3
152,Catra,PL ,5,0%,1.3,0.8,4.6,5,1.1,236,70.7%,13,242,3.23,1.43,0.56,0.21,115,2,156,0%,0%,0,1
153,Caucha,PT ,2,50%,2.8,2,2.5,5,6.9,342,58%,18.8,432,0.95,0.32,0.08,0.09,-851,-14,-366,0%,0%,0,1
154,Cavalo,BR ,4,50%,2.8,0.5,4,10.5,0.9,233,87.1%,12.9,276,3.48,2.23,0.56,0.53,-310,-4,-271,50%,25%,0,-
155,Cayetano,ES ,4,50%,3,2.3,2.8,6,8.3,387,65.7%,23.9,533,1.08,0.39,0.21,0.11,136,4,98,50%,25%,0,-
156,Cboi,DK ,2,100%,7.8,3,2,12.5,5.6,377,70.1%,16.4,525,1.95,0.54,0.29,0.21,327,13,314,0%,0%,0,-
157,Celo,BR ,2,50%,17,4,0.5,4.5,6.9,370,51.1%,28.9,675,1.18,0.52,0.28,0.21,-1081,-30,-168,0%,0%,0,-
158,Ceo,AR ,2,100%,23,7.5,0.5,4,9.1,540,63%,20,486,1.21,0.49,0.26,0.16,1640,6,970,50%,0%,0,-
159,Ceos,BR ,4,50%,7.5,1,1.5,10.3,0.4,228,81.1%,11.8,288,2.55,1.51,0.27,0.48,97,0,309,25%,25%,0,-
160,Cerecof,FR ,6,50%,2.4,0.3,3.8,8.8,0.8,228,73.4%,6.2,119,2.51,1.38,0.25,0.39,-256,4,-495,33.3%,0%,0,-
161,Ch1Chi,,1,0%,0,0,3,0,7.8,293,0%,25.5,316,0.74,0.33,0.12,0.12,-551,-5,-487,0%,0%,0,-
162,Chad,US ,7,28.6%,1.7,1.9,5,6.7,4.4,299,70.5%,10.7,239,1.04,0.24,0.21,0.28,-524,-11,-318,0%,14.3%,0,-
163,Charca,CZ ,1,0%,0.2,0,5,1,6.2,276,33.3%,24.3,383,0.46,0.25,0.08,0,-404,-7,-130,0%,100%,0,-
164,Chasy,KR ,5,80%,4.9,3.2,1.6,4.6,8.2,398,53.5%,22.7,549,0.87,0.3,0.2,0.15,-147,4,126,0%,20%,0,1
165,Chazz,AU ,2,100%,5.7,4,1.5,4.5,9.7,432,51.9%,32,670,0.82,0.3,0.25,0.08,222,8,253,50%,0%,0,-
166,Chemera,GB ,4,25%,1.7,0.3,3.8,6.3,0.9,226,56.6%,9.1,147,2.84,1.27,0.41,0.25,-329,2,-489,0%,25%,0,-
167,Cheoni,KR ,2,100%,6.8,8.5,2.5,8.5,9.8,479,83.3%,34.7,941,1.36,0.34,0.42,0.12,164,19,-136,0%,0%,0,-
168,Chieftain,KR ,2,0%,0.3,0.5,4.5,1,5.1,267,83.3%,10.7,153,1.25,0.32,0.26,0.26,-822,-0,-518,0%,0%,0,-
169,Chime,CA ,6,50%,6.2,0.5,1.7,9.8,0.5,232,70%,12.9,296,2.89,1.51,0.35,0.31,-282,-5,21,0%,16.7%,0,-
170,Chippys,NZ ,2,100%,13,2,0.5,4.5,8,407,54.2%,26,550,1.1,0.46,0.16,0.19,22,-8,144,0%,0%,0,-
171,Chovy,KR ,9,66.7%,5.2,2.8,1.9,7,9.5,437,67.1%,27.5,687,1.45,0.41,0.32,0.21,385,3,-127,11.1%,0%,0,3
172,Chrisberg,DK ,2,50%,6,5.5,2,6.5,10,482,69.2%,30.5,567,1.2,0.28,0.27,0.02,862,15,752,50%,0%,0,-
173,Cl0x,RS ,3,100%,8.3,0.7,1.3,10.3,0.4,232,80.2%,4.9,103,1.78,0.9,0.1,0.32,-220,-16,-27,33.3%,0%,0,-
174,Clear,KR ,8,50%,3.4,2.1,1.6,3.4,8.7,396,48.4%,18.9,372,0.99,0.31,0.2,0.19,137,5,127,25%,12.5%,0,3
